Asset Name,Asset Type,Unity Path,Source Folder,Is Enemy Related,Is Animation Related,Clip Count,Clip Names,Has Avatar,Rig / Avatar Notes,Likely Usage,Notes
"SM_Env_RoadPiece_Damaged_07","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_RoadPiece_Damaged_07.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Hit","No imported/embedded animation clips detected"
"SM_Env_RoadPiece_Damaged_08","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_RoadPiece_Damaged_08.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Hit","No imported/embedded animation clips detected"
"SM_Env_RoadPiece_Damaged_09","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_RoadPiece_Damaged_09.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Hit","No imported/embedded animation clips detected"
"SM_Env_RoadPiece_Damaged_10","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_RoadPiece_Damaged_10.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Hit","No imported/embedded animation clips detected"
"SM_Env_RoadPiece_Damaged_11","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_RoadPiece_Damaged_11.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Hit","No imported/embedded animation clips detected"
"SM_Env_RoadPiece_Damaged_12","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_RoadPiece_Damaged_12.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Hit","No imported/embedded animation clips detected"
"SM_Env_RoadPiece_Damaged_13","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_RoadPiece_Damaged_13.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Hit","No imported/embedded animation clips detected"
"SM_Env_Rock_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Rock_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Env_Rock_02","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Rock_02.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Env_Rock_03","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Rock_03.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Env_Rubble_Pebbles_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Rubble_Pebbles_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Env_Rubble_Pebbles_02","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Rubble_Pebbles_02.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Env_Rubble_Pebbles_03","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Rubble_Pebbles_03.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Env_SemiCircle_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_SemiCircle_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Env_Sidewalk_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Sidewalk_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Env_Sidewalk_02","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Sidewalk_02.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Env_Sidewalk_Construction_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Sidewalk_Construction_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Env_Sidewalk_Corner_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Sidewalk_Corner_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Env_Sidewalk_Corner_02","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Sidewalk_Corner_02.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Env_Sidewalk_Corner_03","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Sidewalk_Corner_03.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Env_Sidewalk_Corner_04","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Sidewalk_Corner_04.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Env_Sidewalk_Corner_05","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Sidewalk_Corner_05.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Env_Sidewalk_Corner_07","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Sidewalk_Corner_07.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Env_Sidewalk_Corner_08","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Sidewalk_Corner_08.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Env_Sidewalk_Corner_09","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Sidewalk_Corner_09.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Env_Sidewalk_Corner_10","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Sidewalk_Corner_10.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Env_Sidewalk_Corner_End_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Sidewalk_Corner_End_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Env_Sidewalk_Corner_End_02","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Sidewalk_Corner_End_02.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Env_Sidewalk_Corner_End_03","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Sidewalk_Corner_End_03.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Env_Sidewalk_Crossing_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Sidewalk_Crossing_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Env_Sidewalk_Crossing_02","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Sidewalk_Crossing_02.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Env_Sidewalk_Dip_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Sidewalk_Dip_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Env_Sidewalk_Dip_Corner_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Sidewalk_Dip_Corner_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Env_Sidewalk_Driveway_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Sidewalk_Driveway_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Env_Sidewalk_Driveway_Wide_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Sidewalk_Driveway_Wide_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Env_Sidewalk_Edge_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Sidewalk_Edge_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Env_Sidewalk_Edge_Corner_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Sidewalk_Edge_Corner_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Env_Sidewalk_Grate_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Sidewalk_Grate_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Env_Sidewalk_Grate_02","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Sidewalk_Grate_02.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Env_Sidewalk_Gutter_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Sidewalk_Gutter_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Env_Sidewalk_Merger_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Sidewalk_Merger_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Env_Sidewalk_Overgrown_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Sidewalk_Overgrown_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Env_Sidewalk_Overgrown_02","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Sidewalk_Overgrown_02.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Env_Sidewalk_Overgrown_03","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Sidewalk_Overgrown_03.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Env_Sidewalk_Panel_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Sidewalk_Panel_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Env_Sidewalk_Panel_02","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Sidewalk_Panel_02.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Env_Sidewalk_Straight_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Sidewalk_Straight_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Env_Sidewalk_Straight_02","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Sidewalk_Straight_02.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Env_Sidewalk_Straight_03","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Sidewalk_Straight_03.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Env_Sidewalk_Straight_04","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Sidewalk_Straight_04.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Env_Sidewalk_Straight_08","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Sidewalk_Straight_08.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Env_Sidewalk_Straight_09","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Sidewalk_Straight_09.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Env_Sidewalk_Straight_10","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Sidewalk_Straight_10.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Env_Sidewalk_Straight_Path_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Sidewalk_Straight_Path_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Walk","No imported/embedded animation clips detected"
"SM_Env_StormCanal_Bridge_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_StormCanal_Bridge_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Env_StormCanal_Bridge_02","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_StormCanal_Bridge_02.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Env_StormCanal_Bridge_Pillar_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_StormCanal_Bridge_Pillar_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Env_StormCanal_Bridge_Square_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_StormCanal_Bridge_Square_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Env_StormCanal_Corner_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_StormCanal_Corner_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Env_StormCanal_Corner_Concave_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_StormCanal_Corner_Concave_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Env_StormCanal_Divider_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_StormCanal_Divider_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Env_StormCanal_Divider_02","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_StormCanal_Divider_02.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Env_StormCanal_Flat_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_StormCanal_Flat_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Env_StormCanal_Flat_Hole_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_StormCanal_Flat_Hole_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Env_StormCanal_Floor_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_StormCanal_Floor_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Env_StormCanal_Floor_02","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_StormCanal_Floor_02.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Env_StormCanal_Floor_03","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_StormCanal_Floor_03.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Env_StormCanal_Floor_04","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_StormCanal_Floor_04.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Env_StormCanal_Floor_05","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_StormCanal_Floor_05.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Env_StormCanal_Floor_06","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_StormCanal_Floor_06.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Env_StormCanal_Pipe_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_StormCanal_Pipe_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Env_StormCanal_Pipe_02","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_StormCanal_Pipe_02.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Env_StormCanal_Pipe_End_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_StormCanal_Pipe_End_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Env_StormCanal_Pipe_End_02","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_StormCanal_Pipe_End_02.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Env_StormCanal_Straight_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_StormCanal_Straight_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Env_StormCanal_Straight_02","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_StormCanal_Straight_02.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Env_StormCanal_Straight_Dipped_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_StormCanal_Straight_Dipped_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Env_StormCanal_Straight_Dipped_02","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_StormCanal_Straight_Dipped_02.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Env_Street_Divider_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Street_Divider_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Env_Street_Divider_02","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Street_Divider_02.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Env_Tree_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Tree_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Env_Tree_02","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Tree_02.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Env_Tree_03","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Tree_03.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Env_Tree_04","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Tree_04.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Env_Tree_Cluster_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Tree_Cluster_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Env_Tree_Cluster_02","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Tree_Cluster_02.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Env_Tree_Cluster_03","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Tree_Cluster_03.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
"SM_Env_Tree_Dead_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Tree_Dead_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Death","No imported/embedded animation clips detected"
"SM_Env_Tree_Dead_02","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Tree_Dead_02.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Death","No imported/embedded animation clips detected"
"SM_Env_Tree_Dead_03","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Tree_Dead_03.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Death","No imported/embedded animation clips detected"
"SM_Env_Tree_Large_01","FBX / ModelImporter","Assets/PolygonApocalypse/Models/SM_Env_Tree_Large_01.fbx","PolygonApocalypse","No","No",0,"","No","ImportAnimation=False; AnimationType=None; AvatarSetup=NoAvatar; HasAvatar=False","Unknown","No imported/embedded animation clips detected"
